4.853389509178479	4.916746442132306
1.3267041907431487	1.3889113284127852
0.6224561726414812	0.6833657960512092
0.32155178333098	0.3810163353734861
0.15520449025160055	0.21307719744598508
0.050110034837095085	0.10624553479794763
-0.02192466491942824	0.03233030646756241
-0.07405568592899314	-0.021821894113426055
-0.11324739457073996	-0.06317213742245364
-0.14353118700688405	-0.09574790534403022
-0.167402037336565	-0.12203964949698509
-0.18648635406460912	-0.14366866131855538
-0.2018892041638516	-0.16173431293245422
-0.21438714989893803	-0.17700691406953162
-0.22454122079654937	-0.19004070747216595
-0.23276607825879303	-0.201243060163101
-0.23937394581421145	-0.21091842349834522
-0.24460338527318193	-0.2192971420053471
-0.24863863667746067	-0.2265548286880552
-0.2516228909491254	-0.23282567432758583
-0.2536675452901349	-0.23821173866319967
-0.2548587255945609	-0.24278949960074847
-0.2552619094156796	-0.24661446130376596
-0.25492528088881095	-0.24972424734057164
-0.2538838915697905	-0.2521387904680896
-0.25388389158921854	-0.25213879045165655
-0.2549252809095748	-0.24972424732179732
-0.2552619094335675	-0.24661446129116094
-0.2548587256072974	-0.24278949959634488
-0.2536675452988941	-0.23821173866208234
-0.25162289096059354	-0.2328256743188355
-0.24863863668156405	-0.22655482868578147
-0.24460338528380454	-0.21929714199239392
-0.23937394582385707	-0.21091842348718082
-0.23276607826379347	-0.20124306015979876
-0.22454122081547645	-0.19004070746214374
-0.21438714990476626	-0.17700691406003344
-0.20188920418207346	-0.16173431292579998
-0.1864863540781947	-0.1436686613092526
-0.16740203734798342	-0.12203964948828627
-0.14353118701518497	-0.09574790532851551
-0.11324739457642785	-0.0631721374076335
-0.07405568594137257	-0.02182189410147828
-0.021924664927322368	0.03233030648219426
0.0501100348272665	0.10624553481226684
0.15520449024419314	0.21307719745680487
0.321551783321933	0.3810163353770264
0.6224561726273841	0.6833657960568189
1.3267041907342527	1.3889113284322097
4.853389509165627	4.916746442145387
