#level  ϵ_exact  ϵₕ[au]  ΔxH[au]
18  17.5  17.651042815537753  0.3125
19  18.5  18.676828327823884  0.3125
20  19.5  19.705233354118135  0.3125
1  0.5  0.5000153559431542  0.2777777777777778
2  1.5  1.5001068135498121  0.2777777777777778
3  2.5  2.5003788879700393  0.2777777777777778
4  3.5  3.5009479824646235  0.2777777777777778
5  4.5  4.501926874166961  0.2777777777777778
6  5.5  5.503424848794111  0.2777777777777778
7  6.5  6.505547829554655  0.2777777777777778
8  7.5  7.508398500537933  0.2777777777777778
9  8.5  8.512076424852392  0.2777777777777778
10  9.5  9.516678157767362  0.2777777777777778
11  10.5  10.522297355098054  0.2777777777777778
12  11.5  11.529024877060904  0.2777777777777778
13  12.5  12.53694888781472  0.2777777777777778
14  13.5  13.546154950890621  0.2777777777777778
15  14.5  14.556726120704308  0.2777777777777778
16  15.5  15.568743030332644  0.2777777777777778
17  16.5  16.582283975728657  0.2777777777777778
18  17.5  17.597424996538518  0.2777777777777778
19  18.5  18.614239953676357  0.2777777777777778
20  19.5  19.63280060380499  0.2777777777777778
1  0.5  0.5000100934628542  0.25
2  1.5  1.500070291925558  0.25
3  2.5  2.5002496565579655  0.25
4  3.5  3.5006254775270715  0.25
5  4.5  4.501273083210026  0.25
6  5.5  5.502265899645683  0.25
7  6.5  6.503675507894476  0.25
8  7.5  7.505571699390535  0.25
9  8.5  8.50802252936612  0.25
10  9.5  9.511094368424539  0.25
11  10.5  10.514851952334384  0.25
12  11.5  11.519358430115194  0.25
13  12.5  12.524675410481061  0.25
14  13.5  13.530863006705628  0.25
15  14.5  14.537979879970303  0.25
16  15.5  15.546083281252876  0.25
17  16.5  16.555229091813676  0.25
18  17.5  17.565471862331655  0.25
19  18.5  18.57686485074216  0.25
20  19.5  19.58946005882524  0.25
